,Person_age,No_of_child,Child_ages,Gender,plan_name,cover,Facility,No of Hospitals,Monthly charge,Annually charge
14,24,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
15,24,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
16,24,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
17,24,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
18,24,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
19,24,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
20,24,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
21,24,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
22,24,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
23,24,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
24,24,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
25,24,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
26,24,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
27,24,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
28,24,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
29,24,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
30,24,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
31,24,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
32,24,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
33,24,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
34,24,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
35,24,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
0,24,1,[5],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
1,24,1,[5],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
2,24,1,[5],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
3,24,1,[5],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
4,24,1,[5],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
5,24,1,[5],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
6,24,1,[5],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
7,24,1,[5],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
8,24,1,[5],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
9,24,1,[5],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
10,24,1,[5],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
11,24,1,[5],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
12,24,1,[5],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
13,24,1,[5],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
14,24,1,[5],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
15,24,1,[5],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
16,24,1,[5],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
17,24,1,[5],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
18,24,1,[5],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
19,24,1,[5],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
20,24,1,[5],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
21,24,1,[5],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
22,24,1,[5],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
23,24,1,[5],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
24,24,1,[5],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
25,24,1,[5],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
26,24,1,[5],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
27,24,1,[5],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
28,24,1,[5],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
29,24,1,[5],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
30,24,1,[5],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
31,24,1,[5],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
32,24,1,[5],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
33,24,1,[5],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
34,24,1,[5],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
35,24,1,[5],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
0,24,2,"[5, 2]",Female,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
1,24,2,"[5, 2]",Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
2,24,2,"[5, 2]",Female,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
3,24,2,"[5, 2]",Female,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
4,24,2,"[5, 2]",Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
5,24,2,"[5, 2]",Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
6,24,2,"[5, 2]",Female,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
7,24,2,"[5, 2]",Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
8,24,2,"[5, 2]",Female,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
9,24,2,"[5, 2]",Female,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
10,24,2,"[5, 2]",Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
11,24,2,"[5, 2]",Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
12,24,2,"[5, 2]",Female,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
13,24,2,"[5, 2]",Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
14,24,2,"[5, 2]",Female,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
15,24,2,"[5, 2]",Female,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
16,24,2,"[5, 2]",Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
17,24,2,"[5, 2]",Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
18,24,2,"[5, 2]",Female,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
19,24,2,"[5, 2]",Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
20,24,2,"[5, 2]",Female,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
21,24,2,"[5, 2]",Female,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
22,24,2,"[5, 2]",Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
23,24,2,"[5, 2]",Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
24,24,2,"[5, 2]",Female,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
25,24,2,"[5, 2]",Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
26,24,2,"[5, 2]",Female,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
27,24,2,"[5, 2]",Female,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
28,24,2,"[5, 2]",Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
29,24,2,"[5, 2]",Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
30,24,2,"[5, 2]",Female,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
31,24,2,"[5, 2]",Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
32,24,2,"[5, 2]",Female,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
33,24,2,"[5, 2]",Female,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
34,24,2,"[5, 2]",Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
35,24,2,"[5, 2]",Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
0,25,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹661/month,"₹ 7,921 annually"
1,25,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
2,25,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
3,25,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
4,25,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
5,25,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹781/month,"₹ 9,371 annually"
6,25,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹661/month,"₹ 7,921 annually"
7,25,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
8,25,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
9,25,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
10,25,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
11,25,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹781/month,"₹ 9,371 annually"
12,25,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹661/month,"₹ 7,921 annually"
13,25,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
14,25,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
15,25,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
16,25,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
17,25,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹781/month,"₹ 9,371 annually"
18,25,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹661/month,"₹ 7,921 annually"
19,25,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
20,25,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
21,25,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
22,25,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
23,25,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹781/month,"₹ 9,371 annually"
24,25,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹661/month,"₹ 7,921 annually"
25,25,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
26,25,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
27,25,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
28,25,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
29,25,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹781/month,"₹ 9,371 annually"
30,25,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹661/month,"₹ 7,921 annually"
31,25,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
32,25,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
33,25,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
34,25,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
35,25,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹781/month,"₹ 9,371 annually"
0,25,1,[6],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹905/month,"₹ 10,859 annually"
1,25,1,[6],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
2,25,1,[6],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
3,25,1,[6],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
4,25,1,[6],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
5,25,1,[6],Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,₹684/month,"₹ 8,198 annually"
6,25,1,[6],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹905/month,"₹ 10,859 annually"
7,25,1,[6],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
8,25,1,[6],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
9,25,1,[6],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
10,25,1,[6],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
11,25,1,[6],Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,₹684/month,"₹ 8,198 annually"
12,25,1,[6],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹905/month,"₹ 10,859 annually"
13,25,1,[6],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
14,25,1,[6],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
15,25,1,[6],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
16,25,1,[6],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
17,25,1,[6],Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,₹684/month,"₹ 8,198 annually"
18,25,1,[6],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹905/month,"₹ 10,859 annually"
19,25,1,[6],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
20,25,1,[6],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
21,25,1,[6],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
22,25,1,[6],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
23,25,1,[6],Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,₹684/month,"₹ 8,198 annually"
24,25,1,[6],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹905/month,"₹ 10,859 annually"
25,25,1,[6],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
26,25,1,[6],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
27,25,1,[6],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
28,25,1,[6],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
29,25,1,[6],Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,₹684/month,"₹ 8,198 annually"
30,25,1,[6],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹905/month,"₹ 10,859 annually"
31,25,1,[6],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
32,25,1,[6],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
33,25,1,[6],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
34,25,1,[6],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
35,25,1,[6],Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,₹684/month,"₹ 8,198 annually"
0,25,2,"[6, 4]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,244/month","₹ 14,922 annually"
1,25,2,"[6, 4]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
2,25,2,"[6, 4]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
3,25,2,"[6, 4]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
4,25,2,"[6, 4]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
5,25,2,"[6, 4]",Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,₹968/month,"₹ 11,610 annually"
6,25,2,"[6, 4]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,244/month","₹ 14,922 annually"
7,25,2,"[6, 4]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
8,25,2,"[6, 4]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
9,25,2,"[6, 4]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
10,25,2,"[6, 4]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
11,25,2,"[6, 4]",Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,₹968/month,"₹ 11,610 annually"
12,25,2,"[6, 4]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,244/month","₹ 14,922 annually"
13,25,2,"[6, 4]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
14,25,2,"[6, 4]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
15,25,2,"[6, 4]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
16,25,2,"[6, 4]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
17,25,2,"[6, 4]",Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,₹968/month,"₹ 11,610 annually"
18,25,2,"[6, 4]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,244/month","₹ 14,922 annually"
19,25,2,"[6, 4]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
20,25,2,"[6, 4]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
21,25,2,"[6, 4]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
22,25,2,"[6, 4]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
23,25,2,"[6, 4]",Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,₹968/month,"₹ 11,610 annually"
24,25,2,"[6, 4]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,244/month","₹ 14,922 annually"
25,25,2,"[6, 4]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
26,25,2,"[6, 4]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
27,25,2,"[6, 4]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
28,25,2,"[6, 4]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
29,25,2,"[6, 4]",Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,₹968/month,"₹ 11,610 annually"
30,25,2,"[6, 4]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,244/month","₹ 14,922 annually"
31,25,2,"[6, 4]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
32,25,2,"[6, 4]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
33,25,2,"[6, 4]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
34,25,2,"[6, 4]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
35,25,2,"[6, 4]",Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,₹968/month,"₹ 11,610 annually"
0,25,3,"[6, 4, 1]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,583/month","₹ 18,986 annually"
1,25,3,"[6, 4, 1]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,893/month","₹ 22,716 annually"
2,25,3,"[6, 4, 1]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,364/month","₹ 16,367 annually"
3,25,3,"[6, 4, 1]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,305/month","₹ 15,652 annually"
4,25,3,"[6, 4, 1]",Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,"₹1,234/month","₹ 14,802 annually"
5,25,3,"[6, 4, 1]",Male,Health Assure Combo,₹ 29L,Cashless Hospitals,187,"₹1,247/month","₹ 14,954 annually"
6,25,3,"[6, 4, 1]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,583/month","₹ 18,986 annually"
7,25,3,"[6, 4, 1]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,893/month","₹ 22,716 annually"
8,25,3,"[6, 4, 1]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,364/month","₹ 16,367 annually"
9,25,3,"[6, 4, 1]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,305/month","₹ 15,652 annually"
10,25,3,"[6, 4, 1]",Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,"₹1,234/month","₹ 14,802 annually"
11,25,3,"[6, 4, 1]",Male,Health Assure Combo,₹ 29L,Cashless Hospitals,187,"₹1,247/month","₹ 14,954 annually"
12,25,3,"[6, 4, 1]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,583/month","₹ 18,986 annually"
13,25,3,"[6, 4, 1]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,893/month","₹ 22,716 annually"
14,25,3,"[6, 4, 1]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,364/month","₹ 16,367 annually"
15,25,3,"[6, 4, 1]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,305/month","₹ 15,652 annually"
16,25,3,"[6, 4, 1]",Male,Activ Assure - Diamond,₹ 5L,Cashless Hospitals,278,"₹1,234/month","₹ 14,802 annually"
17,25,3,"[6, 4, 1]",Male,Health Assure Combo,₹ 29L,Cashless Hospitals,187,"₹1,247/month","₹ 14,954 annually"
18,25,3,"[6, 4, 1]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,583/month","₹ 18,986 annually"
